,index,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
11,64.0,23855385.0,Altônia,Simepar,M,-53.85237,-23.85808,368.0,2017-08-03
12,71.0,24555296.0,Ubiratã,Simepar,M,-52.96648,-24.5545,529.0,2017-08-16
14,117.0,25345331.0,N.Prata do Iguaçu,Simepar,M,-53.5166,-25.5666,546.3,1997-06-01
15,124.0,25554836.0,Techint,Simepar,M,-48.36707,-25.55347,30.0,2016-11-17
18,174.0,24075240.0,Campo Mourão,Simepar,M,-52.40387,-24.07305,601.0,2017-02-09
19,211.0,25174828.0,Reserva Natural Salto Morato,Simepar,M,-48.2881,-25.1779,32.0,2011-03-24
21,235.0,25425241.0,Laranjeiras do Sul,Simepar,M,-52.41211,-25.42767,838.0,2017-07-18
26,427.0,25264916.0,Curitiba,Simepar,M,-49.23033,-25.44817,935.0,1997-06-01
27,455.0,25505367.0,Baixo Iguaçu,Simepar,M,-53.67738,-25.50895,274.0,2017-07-13
28,510.0,22915315.0,Loanda,Simepar,M,-53.15146,-22.91718,491.0,2017-07-18
41,731.0,23605062.0,Cornélio Procópio,Simepar,M,-50.62793,-23.20645,647.0,2018-08-15
52,971.0,26585152.0,Palmas - Horizonte,Simepar,M,-51.52019,-26.5829,1344.0,2019-11-20
53,998.0,25315301.0,Salto Osorio,Simepar,M,-53.03087,-25.52213,514.0,1999-07-22
54,1041.0,25435458.0,Foz do Iguaçu - Itaipu,Simepar,M,-54.58286,-25.4361,168.0,2017-05-09
56,1262.0,23395232.0,Cianorte,Simepar,M,-52.5476,-23.6522,451.0,2002-04-04
57,1303.0,26055139.0,Foz do Areia,Simepar,M,-51.6679,-26.0037,780.0,1997-06-01
61,1917.0,26145103.0,União da Vitória,Simepar,M,-51.06827,-26.22825,756.53,1997-06-01
64,2197.0,23695263.0,Cianorte Cocamar,Simepar,M,-52.63736,-23.69372,534.0,2016-09-13
66,2322.0,24235332.0,Assis Chateaubriand,Simepar,M,-53.5411,-24.3886,450.0,1999-08-19
67,2350.0,24035222.0,Campo Mourão_antiga,Simepar,M,-52.38654,-24.08543,601.2,1997-06-01
70,2738.0,24134940.0,Jaguariaiva,Simepar,M,-49.677,-24.2269,900.0,2000-04-07
71,2769.0,24205037.0,Telêmaco Borba,Simepar,M,-50.6106,-24.339,768.0,1997-06-01
72,2778.0,25385157.0,Pinhão,Simepar,M,-51.9625,-25.64944,910.0,2003-04-08
74,2837.0,23255010.0,Santo Antônio da Platina,Simepar,M,-50.10379,-23.2558,661.0,2019-02-06
75,2993.0,22434707.0,Replan,Simepar,M,-47.1,-22.73,608.28,2016-08-24
76,3236.0,25134848.0,Antonina,Simepar,M,-48.75248,-25.24341,60.0,1999-01-01
79,3354.0,24475343.0,Toledo,Simepar,M,-53.7196,-24.7834,516.4,1997-07-23
81,3361.0,25215130.0,Guarapuava,Simepar,M,-51.4935,-25.3845,1070.0,1997-06-01
82,3362.0,24185355.0,Palotina,Simepar,M,-53.9008,-24.3129,303.0,1997-06-01
83,3363.0,25245437.0,Foz do Iguaçu,Simepar,M,-54.6167,-25.4059,232.0,1997-07-19
85,3366.0,25335129.0,Entre Rios,Simepar,M,-51.4884,-25.5459,1095.0,2001-01-17
86,3367.0,23445317.0,Umuarama,Simepar,M,-53.30766,-23.75066,480.0,1997-06-01
87,3368.0,25474946.0,Lapa,Simepar,M,-49.7598,-25.7817,909.8,1997-06-01
88,3369.0,23185109.0,Londrina,Simepar,M,-51.1647,-23.3595,585.0,1997-06-01
89,3370.0,23275159.0,Maringá,Simepar,M,-51.9881,-23.4483,570.0,1998-10-04
90,3371.0,23055226.0,Paranavaí,Simepar,M,-52.4438,-23.0916,480.0,1997-06-01
91,3372.0,26075241.0,Pato Branco,Simepar,M,-52.6514,-26.1229,721.8,1997-06-01
92,3373.0,24045415.0,Guaira,Simepar,M,-54.26151,-24.07487,227.9,1997-07-24
93,3375.0,23005002.0,Cambará,Simepar,M,-50.0362,-23.0025,450.0,1997-06-01
94,3410.0,23515154.0,Apucarana,Simepar,M,-51.5302,-23.5175,746.0,1999-10-01
98,3488.0,26055305.0,Francisco Beltrão,Simepar,M,-53.06548,-26.0593,652.0,2010-09-02
99,3491.0,25324831.0,Guaratuba,Simepar,M,-48.58049,-25.84536,0.0,1997-06-01
100,3499.0,26285158.0,Palmas,Simepar,M,-51.9762,-26.4682,1100.0,1998-04-28
101,3500.0,25444869.0,APPA Antonina,Simepar,M,-48.69434,-25.44716,2.0,2014-09-24
102,3541.0,24385115.0,Cândido de Abreu,Simepar,M,-51.2452,-24.6321,645.0,1997-06-01
104,3549.0,24535333.0,Cascavel,Simepar,M,-53.5547,-24.8845,719.3,1997-06-01
105,3553.0,25135001.0,Ponta Grossa,Simepar,M,-50.1524,-25.0137,888.25,1997-06-01
106,3564.0,25115408.0,São Miguel do Iguaçu,Simepar,M,-54.2546,-25.3528,298.0,1997-06-01
111,3681.0,25254905.0,Pinhais,Simepar,M,-49.1299,-25.3907,930.0,1998-07-10
112,3694.0,25534852.0,Paranaguá,Simepar,M,-48.5296,-25.5378,19.0,2012-11-21
113,3717.0,25315329.0,Salto Caxias,Simepar,M,-53.49412,-25.52092,440.0,1998-10-24
114,3724.0,24535213.0,Palmital,Simepar,M,-52.2186,-24.8644,783.0,1997-06-01
115,3726.0,24494915.0,Cerro Azul,Simepar,M,-49.2604,-24.8267,366.0,1997-06-01
124,4065.0,24505420.0,Santa Helena,Simepar,M,-54.3103,-24.9168,271.0,1997-07-21
125,4499.0,25275035.0,Fernandes Pinheiro,Simepar,M,-50.5839,-25.4532,893.0,1998-11-28
